                                    sIP|                                    dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|59862|   53| 17|         1|        79|        |2015/04/10T22:05:33.096|    0.150|2015/04/10T22:05:33.246|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|46285|   53| 17|         1|        79|        |2015/04/10T22:05:33.746|    0.250|2015/04/10T22:05:33.996|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|48447|   53| 17|         1|        79|        |2015/04/10T22:05:43.152|    0.150|2015/04/10T22:05:43.302|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|43985|   53| 17|         1|        79|        |2015/04/10T22:05:43.252|    0.100|2015/04/10T22:05:43.352|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|34763|   53| 17|         1|        79|        |2015/04/10T22:05:44.752|    0.100|2015/04/10T22:05:44.852|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b394|    0|32768| 58|         3|       312|        |2015/04/10T22:05:56.678|    5.800|2015/04/10T22:06:02.478|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b61c|    0|32768| 58|         3|       312|        |2015/04/10T22:05:56.678|    5.800|2015/04/10T22:06:02.478|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:804::200e|49364|  443| 17|         2|      1483|        |2015/04/10T22:06:02.728|    0.000|2015/04/10T22:06:02.728|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4b8|    0|32768| 58|         3|       312|        |2015/04/10T22:05:56.728|    5.750|2015/04/10T22:06:02.478|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b5e8|    0|32768| 58|         3|       312|        |2015/04/10T22:06:02.678|    5.950|2015/04/10T22:06:08.628|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4b0|    0|32768| 58|         7|       728|        |2015/04/10T22:00:52.628|  618.100|2015/04/10T22:11:10.728|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b4a0|    0|32768| 58|         7|       728|        |2015/04/10T22:00:52.628|  618.100|2015/04/10T22:11:10.728|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4b8|    0|32768| 58|         4|       416|        |2015/04/10T22:06:05.678|  309.150|2015/04/10T22:11:14.828|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b61c|    0|32768| 58|         3|       312|        |2015/04/10T22:06:05.678|    6.050|2015/04/10T22:06:11.728|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b394|    0|32768| 58|         3|       312|        |2015/04/10T22:06:05.728|    6.000|2015/04/10T22:06:11.728|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4a0|    0|32768| 58|         3|       312|        |2015/04/10T22:06:10.678|    5.900|2015/04/10T22:06:16.578|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4b0|    0|32768| 58|         3|       312|        |2015/04/10T22:06:10.678|    5.900|2015/04/10T22:06:16.578|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b5e8|    0|32768| 58|         3|       312|        |2015/04/10T22:06:11.728|    5.850|2015/04/10T22:06:17.578|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7ded|    0|32768| 58|         3|       312|        |2015/04/10T22:06:12.678|    5.950|2015/04/10T22:06:18.628|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|    0|32768| 58|         6|       624|        |2015/04/10T22:01:12.628|  314.950|2015/04/10T22:06:27.578|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|    0|34816| 58|         1|        72|        |2015/04/10T22:06:30.728|    0.200|2015/04/10T22:06:30.928|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|    0|32768| 58|         1|       104|        |2015/04/10T22:06:30.728|    0.200|2015/04/10T22:06:30.928|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|    0|33024| 58|         1|       104|        |2015/04/10T22:06:30.728|    0.200|2015/04/10T22:06:30.928|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|              2607:fc18:bad:dead:beef::|  123|  123| 17|         1|        96|        |2015/04/10T22:06:32.000|    0.050|2015/04/10T22:06:32.050|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|42762|  6|         4|      1157|        |2015/04/10T22:06:37.760|    0.100|2015/04/10T22:06:37.860|  0|
               fe80::225:90ff:fe8e:b61c|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T22:06:36.160|    0.150|2015/04/10T22:06:36.310|  0|
   2607:2000:100:116:225:90ff:fe8e:b61c|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T22:06:36.310|    0.000|2015/04/10T22:06:36.310|  0|
               fe80::225:90ff:fe8e:b61c|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T22:06:41.324|    0.100|2015/04/10T22:06:41.424|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|41475|  443|  6|         9|      1130|        |2015/04/10T22:11:45.722|    0.050|2015/04/10T22:11:45.772|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|41475|  6|         9|      2563|        |2015/04/10T22:11:45.722|    0.050|2015/04/10T22:11:45.772|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|42289|   80|  6|         5|       488|        |2015/04/10T22:11:44.672|    0.050|2015/04/10T22:11:44.722|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|42289|  6|         5|       959|        |2015/04/10T22:11:44.672|    0.050|2015/04/10T22:11:44.722|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:804::200e|49367|  443| 17|         2|      1483|        |2015/04/10T22:06:49.978|    0.150|2015/04/10T22:06:50.128|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                    2604:180::dedc:2bcf|  123|  123| 17|         1|        96|        |2015/04/10T22:06:53.056|    0.200|2015/04/10T22:06:53.256|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|42895|   22|  6|         6|       450|        |2015/04/10T22:11:53.574|    0.250|2015/04/10T22:11:53.824|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|               2607:f8b0:4008:809::200e|41711|  443|  6|        14|      2423|        |2015/04/10T22:11:20.920|   58.550|2015/04/10T22:12:19.470|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|             2001:67c:2e8:11::c100:136b|    0|32768| 58|         3|       288|        |2015/04/10T22:07:34.664|    1.850|2015/04/10T22:07:36.514|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:804::200e|52919|  443| 17|        12|     10109|        |2015/04/10T22:07:20.728|   28.000|2015/04/10T22:07:48.728|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|40874|   53| 17|         1|        75|        |2015/04/10T22:07:50.378|    0.150|2015/04/10T22:07:50.528|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|48074|   53| 17|         1|        75|        |2015/04/10T22:07:51.382|    0.150|2015/04/10T22:07:51.532|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                            2001:7fd::1|51111|   53| 17|         1|        80|        |2015/04/10T22:07:53.032|    0.050|2015/04/10T22:07:53.082|  0|
  2607:2000:100:116:e9f5:a850:8fcf:ba58|                 2607:f8b0:4002:c03::10|42113|  993|  6|        20|      1840|        |2015/04/10T22:08:16.570|    3.700|2015/04/10T22:08:20.270|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                      2620:98:4000:8::1|56056|  123| 17|         1|        96|        |2015/04/10T22:08:48.520|    0.150|2015/04/10T22:08:48.670|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                   2001:67c:1010:27::53|31724|   53| 17|         1|       104|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|60900|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|58614|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|14091|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|39510|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|23237|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|60324|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|25296|   53| 17|         1|        91|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140| 6632|   53| 17|         1|        91|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|18776|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|47161|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|59065|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|51763|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|63717|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|23328|   53| 17|         1|        90|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53| 9966|   53| 17|         1|        91|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|23248|   53| 17|         1|        91|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|25147|   53| 17|         1|        93|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53| 5328|   53| 17|         1|        93|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|59519|   53| 17|         1|        90|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|41178|   53| 17|         1|        90|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|62516|   53| 17|         1|        90|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|43305|   53| 17|         1|        90|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|47829|   53| 17|         1|        90|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|                           2001:7fe::53|13654|   53| 17|         1|        76|        |2015/04/10T22:09:41.638|    0.150|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|58118|   53| 17|         1|        91|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|26353|   53| 17|         1|        91|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140| 9623|   53| 17|         1|        93|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|43174|   53| 17|         1|        90|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
  2607:2000:100:116:cdcd:7853:2837:de0e|           2001:dc0:4001:1:0:1836:0:140|15362|   53| 17|         1|        93|        |2015/04/10T22:09:41.788|    0.000|2015/04/10T22:09:41.788|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|53757|   53| 17|         1|        79|        |2015/04/10T22:09:42.240|    0.250|2015/04/10T22:09:42.490|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|48828|   53| 17|         1|        79|        |2015/04/10T22:09:40.240|    0.200|2015/04/10T22:09:40.440|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                         2001:500:40::1|43901|   53| 17|         1|        91|        |2015/04/10T22:09:43.480|    0.100|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                   2001:660:3006:1::1:1|32199|   53| 17|         1|        98|        |2015/04/10T22:09:43.480|    0.100|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                        2001:500:71::30|22283|   53| 17|         1|        91|        |2015/04/10T22:09:43.530|    0.050|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                   2001:67c:1010:27::53|45033|   53| 17|         1|       104|        |2015/04/10T22:09:43.380|    0.200|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                   2001:660:3006:1::1:1|56970|   53| 17|         1|        98|        |2015/04/10T22:09:43.480|    0.100|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                         2001:500:40::1|27612|   53| 17|         1|        91|        |2015/04/10T22:09:43.480|    0.100|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                        2001:500:71::30|27588|   53| 17|         1|        91|        |2015/04/10T22:09:43.530|    0.050|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|               2001:dc0:2001:0:4608::25|44941|   53| 17|         1|        90|        |2015/04/10T22:09:43.580|    0.000|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|               2001:dc0:2001:0:4608::25|34458|   53| 17|         1|        91|        |2015/04/10T22:09:43.580|    0.000|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|               2001:dc0:2001:0:4608::25|49878|   53| 17|         1|        90|        |2015/04/10T22:09:43.580|    0.000|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                         2001:67c:e0::3|46685|   53| 17|         1|        91|        |2015/04/10T22:09:44.330|    0.050|2015/04/10T22:09:44.380|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                         2001:67c:e0::3|38447|   53| 17|         1|        90|        |2015/04/10T22:09:44.330|    0.050|2015/04/10T22:09:44.380|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                         2001:67c:e0::3|31215|   53| 17|         1|        90|        |2015/04/10T22:09:44.330|    0.050|2015/04/10T22:09:44.380|  0|
   2607:2000:100:116:4008:4b88:535:bb41|               2001:dc0:2001:0:4608::25|17388|   53| 17|         1|        90|        |2015/04/10T22:09:43.580|    0.000|2015/04/10T22:09:43.580|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                         2001:67c:e0::3|58470|   53| 17|         1|        90|        |2015/04/10T22:09:44.330|    0.050|2015/04/10T22:09:44.380|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                         2001:67c:e0::3|27933|   53| 17|         1|        93|        |2015/04/10T22:09:44.330|    0.050|2015/04/10T22:09:44.380|  0|
   2607:2000:100:116:4008:4b88:535:bb41|                         2001:67c:e0::3|31406|   53| 17|         1|        93|        |2015/04/10T22:09:44.330|    0.050|2015/04/10T22:09:44.380|  0|
              fe80::1a03:73ff:fe27:77ee|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T22:09:48.356|    0.100|2015/04/10T22:09:48.456|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|48397|   53| 17|         1|        79|        |2015/04/10T22:09:49.282|    0.100|2015/04/10T22:09:49.382|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|51751|   53| 17|         1|        80|        |2015/04/10T22:09:50.732|    0.200|2015/04/10T22:09:50.932|  0|
              fe80::1a03:73ff:fe27:77ee|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T22:09:53.356|    0.200|2015/04/10T22:09:53.556|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|38613|   53| 17|         1|        79|        |2015/04/10T22:09:55.440|    0.200|2015/04/10T22:09:55.640|  0|
   2607:2000:100:116:4008:4b88:535:bb41|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T22:09:57.106|    0.050|2015/04/10T22:09:57.156|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|              2604:a880:800:10::99:7004|  123|  123| 17|         1|        96|        |2015/04/10T22:10:06.574|    0.200|2015/04/10T22:10:06.774|  0|
               fe80::225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T22:10:11.486|    0.050|2015/04/10T22:10:11.536|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2001:67c:2e8:14:ffff::229|56056|  123| 17|         1|        96|        |2015/04/10T22:10:12.290|    0.150|2015/04/10T22:10:12.440|  0|
               fe80::225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T22:10:16.486|    0.150|2015/04/10T22:10:16.636|  0|
   2607:2000:100:116:225:90ff:fe8e:b5e8|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         1|        64|        |2015/04/10T22:10:17.136|    0.300|2015/04/10T22:10:17.436|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:804::200e|64012|  443| 17|         2|      1483|        |2015/04/10T22:10:26.710|    0.100|2015/04/10T22:10:26.810|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:804::200e|55113|  443|  6|        73|     17319|        |2015/04/10T22:03:52.852|  727.600|2015/04/10T22:16:00.452|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b61c|    0|32768| 58|         3|       312|        |2015/04/10T22:11:15.452|    5.750|2015/04/10T22:11:21.202|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4b8|    0|32768| 58|         2|       208|        |2015/04/10T22:11:18.452|    2.750|2015/04/10T22:11:21.202|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|             fec0::8:225:90ff:fe8e:b394|    0|32768| 58|         3|       312|        |2015/04/10T22:11:15.452|    5.750|2015/04/10T22:11:21.202|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4b0|    0|32768| 58|         3|       312|        |2015/04/10T22:11:20.448|    5.900|2015/04/10T22:11:26.348|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2f::f|60885|   53| 17|         1|        75|        |2015/04/10T22:11:26.448|    0.150|2015/04/10T22:11:26.598|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b4a0|    0|32768| 58|         3|       312|        |2015/04/10T22:11:20.448|    5.900|2015/04/10T22:11:26.348|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|    2002:8891:e71f:8:225:90ff:fe8e:b5e8|    0|32768| 58|         3|       312|        |2015/04/10T22:11:21.448|    5.900|2015/04/10T22:11:27.348|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:3::42|54268|   53| 17|         1|        75|        |2015/04/10T22:11:24.098|    0.200|2015/04/10T22:11:24.298|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                           2001:dc3::35|35545|   53| 17|         1|        75|        |2015/04/10T22:11:30.606|    0.100|2015/04/10T22:11:30.706|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                    2001:503:ba3e::2:30|53673|   53| 17|         1|        75|        |2015/04/10T22:11:30.756|    0.200|2015/04/10T22:11:30.956|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                          2001:500:2::c|56659|   53| 17|         1|        75|        |2015/04/10T22:11:32.656|    0.100|2015/04/10T22:11:32.756|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:84::b|58224|   53| 17|         1|        75|        |2015/04/10T22:11:38.906|    0.250|2015/04/10T22:11:39.156|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|            fec0::8:92e2:baff:fe5a:7ded|    0|32768| 58|         3|       312|        |2015/04/10T22:11:31.456|    5.900|2015/04/10T22:11:37.356|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                         2001:500:2d::d|54653|   53| 17|         1|        75|        |2015/04/10T22:11:42.256|    0.250|2015/04/10T22:11:42.506|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|    0|34816| 58|         1|        72|        |2015/04/10T22:11:44.480|    0.050|2015/04/10T22:11:44.530|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|    0|32768| 58|         1|       104|        |2015/04/10T22:11:46.530|    0.050|2015/04/10T22:11:46.580|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|    0|33024| 58|         1|       104|        |2015/04/10T22:11:46.530|    0.050|2015/04/10T22:11:46.580|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                   2001:500:1::803f:235|55133|   53| 17|         1|        75|        |2015/04/10T22:11:46.680|    0.150|2015/04/10T22:11:46.830|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   22|42895|  6|         4|      1157|        |2015/04/10T22:11:53.444|    0.300|2015/04/10T22:11:53.744|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|                     2001:503:c27::2:30|51497|   53| 17|         1|        75|        |2015/04/10T22:11:53.994|    0.250|2015/04/10T22:11:54.244|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|41648|  443|  6|         9|      1130|        |2015/04/10T22:16:58.760|    0.100|2015/04/10T22:16:58.860|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|   80|42465|  6|         5|       959|        |2015/04/10T22:16:59.760|    0.100|2015/04/10T22:16:59.860|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|43060|   22|  6|         6|       450|        |2015/04/10T22:16:53.760|    0.200|2015/04/10T22:16:53.960|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|   2002:8891:e71f:8:92e2:baff:fe5a:7685|    0|32768| 58|         3|       312|        |2015/04/10T22:11:52.710|    5.850|2015/04/10T22:11:58.560|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         6|       432|        |2015/04/10T22:04:19.510|  458.050|2015/04/10T22:11:57.560|  0|
               fe80::225:90ff:fe8e:b4a0|              fe80::d2c7:89ff:fea9:4880|    0|34816| 58|         2|       128|        |2015/04/10T22:11:16.552|   45.900|2015/04/10T22:12:02.452|  0|
   2607:2000:100:116:25a7:dbb7:884:f0d0|               2607:f8b0:4008:804::200e|64016|  443| 17|         2|      1483|        |2015/04/10T22:12:00.352|    0.050|2015/04/10T22:12:00.402|  0|
  2607:2000:100:116:92e2:baff:fe5a:7ded|   2607:2000:100:116:225:90ff:fe8e:b4a0|  443|41648|  6|         9|      2563|        |2015/04/10T22:16:58.696|    0.100|2015/04/10T22:16:58.796|  0|
   2607:2000:100:116:225:90ff:fe8e:b4a0|  2607:2000:100:116:92e2:baff:fe5a:7ded|42465|   80|  6|         5|       488|        |2015/04/10T22:16:59.696|    0.100|2015/04/10T22:16:59.796|  0|
  2607:2000:100:116:92e2:baff:fe68:7d59|                     2001:18e8:2:6::147|34639| 8880|  6|         2|       160|        |2015/04/10T22:12:26.816|    0.850|2015/04/10T22:12:27.666|  0|
              fe80::92e2:baff:fe5a:7ded|              fe80::d2c7:89ff:fea9:4880|    0|34560| 58|         1|        72|        |2015/04/10T22:12:40.096|    0.200|2015/04/10T22:12:40.296|  0|
    2607:2000:100:116:c24a:ff:fe09:49a8|              2001:67c:2e8:22::c100:68b|46268|   80|  6|         5|       476|        |2015/04/10T22:17:38.672|    0.300|2015/04/10T22:17:38.972|  0|
